"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"11",GO_CRANIAL_NERVE_MORPHOGENESIS,0.0126558754226304,0.998801605785277,3,11,ENSG00000001617|ENSG00000160710|ENSG00000197381,SEMA3F|ADAR|ADARB1,ENSG00000001617|ENSG00000099250|ENSG00000130827|ENSG00000133216|ENSG00000137203|ENSG00000160710|ENSG00000167085|ENSG00000169083|ENSG00000196839|ENSG00000197381|ENSG00000215021,SEMA3F|NRP1|PLXNA3|EPHB2|TFAP2A|ADAR|PHB|AR|ADA|ADARB1|PHB2,3.81818181818182
"12",GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.0126927842001512,0.995815593865719,9,72,ENSG00000054118|ENSG00000100650|ENSG00000103067|ENSG00000135838|ENSG00000149187|ENSG00000153914|ENSG00000168066|ENSG00000174891|ENSG00000185010,THRAP3|SRSF5|ESRP2|NPL|CELF1|SREK1|SF1|RSRC1|F8,ENSG00000003756|ENSG00000004487|ENSG00000011304|ENSG00000048649|ENSG00000054118|ENSG00000061936|ENSG00000065883|ENSG00000075856|ENSG00000076053|ENSG00000076770|ENSG00000079785|ENSG00000099783|ENSG00000100201|ENSG00000100320|ENSG00000100650|ENSG00000102034|ENSG00000102081|ENSG00000102103|ENSG00000103067|ENSG00000104824|ENSG00000108654|ENSG00000109381|ENSG00000111786|ENSG00000112081|ENSG00000113391|ENSG00000115875|ENSG00000116350|ENSG00000116560|ENSG00000119707|ENSG00000120690|ENSG00000121774|ENSG00000122692|ENSG00000122965|ENSG00000124193|ENSG00000126351|ENSG00000126653|ENSG00000131187|ENSG00000134453|ENSG00000135482|ENSG00000135486|ENSG00000135829|ENSG00000135838|ENSG00000136450|ENSG00000136527|ENSG00000139793|ENSG00000146457|ENSG00000147274|ENSG00000149187|ENSG00000152601|ENSG00000153029|ENSG00000153187|ENSG00000153914|ENSG00000157540|ENSG00000161547|ENSG00000162385|ENSG00000162775|ENSG00000163156|ENSG00000163435|ENSG00000164609|ENSG00000167720|ENSG00000168066|ENSG00000169083|ENSG00000170835|ENSG00000173914|ENSG00000173933|ENSG00000174891|ENSG00000182872|ENSG00000185010|ENSG00000188529|ENSG00000197122|ENSG00000198125|ENSG00000205937,RBM5|KDM1A|PTBP1|RSF1|THRAP3|SFSWAP|CDK13|SART3|RBM7|MBNL3|DDX1|HNRNPM|DDX17|RBFOX2|SRSF5|ELF4|FMR1|PQBP1|ESRP2|HNRNPL|DDX5|ELF2|SRSF9|SRSF3|FAM172A|SRSF7|SRSF4|SFPQ|RBM25|ELF1|KHDRBS1|SMU1|RBM19|SRSF6|THRA|NSRP1|F12|RBM17|ZC3H10|HNRNPA1|DHX9|NPL|SRSF1|TRA2B|MBNL2|WTAP|RBMX|CELF1|MBNL1|MR1|HNRNPU|SREK1|DYRK1A|SRSF2|MAGOH|RBM15|SCNM1|ELF3|SLU7|SRR|SF1|AR|CEL|RBM4B|RBM4|RSRC1|RBM10|F8|SRSF10|SRC|MB|RNPS1,4.48611111111111
"13",GO_NEUTROPHIL_MIGRATION,0.013262086018935,0.997296492061209,5,36,ENSG00000133318|ENSG00000136689|ENSG00000185010|ENSG00000186111|ENSG00000198001,RTN3|IL1RN|F8|PIP5K1C|IRAK4,ENSG00000002586|ENSG00000010278|ENSG00000035664|ENSG00000042832|ENSG00000061676|ENSG00000062485|ENSG00000069482|ENSG00000071127|ENSG00000102181|ENSG00000107862|ENSG00000111913|ENSG00000112977|ENSG00000113141|ENSG00000113296|ENSG00000115594|ENSG00000127129|ENSG00000127948|ENSG00000133318|ENSG00000134072|ENSG00000134215|ENSG00000136238|ENSG00000136689|ENSG00000150455|ENSG00000151651|ENSG00000153898|ENSG00000154639|ENSG00000162433|ENSG00000166086|ENSG00000166278|ENSG00000169083|ENSG00000171608|ENSG00000185010|ENSG00000186111|ENSG00000196839|ENSG00000198001|ENSG00000217555,CD99|CD9|DAPK2|TG|NCKAP1|CS|GAL|WDR1|CD99L2|GBF1|RIPOR2|DAP|IK|THBS4|IL1R1|EDN2|POR|RTN3|CAMK1|VAV3|RAC1|IL1RN|TIRAP|ADAM8|MCOLN2|CXADR|AK4|JAM3|C2|AR|PIK3CD|F8|PIP5K1C|ADA|IRAK4|CKLF,3.22222222222222
"14",GO_DNA_REPLICATION_CHECKPOINT,0.0136369423371019,0.998003344152023,4,15,ENSG00000113456|ENSG00000159593|ENSG00000167766|ENSG00000185010,RAD1|NAE1|ZNF83|F8,ENSG00000075131|ENSG00000085840|ENSG00000092853|ENSG00000093009|ENSG00000111602|ENSG00000113456|ENSG00000136273|ENSG00000138346|ENSG00000140534|ENSG00000152942|ENSG00000159593|ENSG00000163781|ENSG00000167766|ENSG00000172613|ENSG00000185010,TIPIN|ORC1|CLSPN|CDC45|TIMELESS|RAD1|HUS1|DNA2|TICRR|RAD17|NAE1|TOPBP1|ZNF83|RAD9A|F8,5.86666666666667
"15",GO_THYROID_GLAND_DEVELOPMENT,0.0145642683540182,0.998546177639142,3,11,ENSG00000078018|ENSG00000102882|ENSG00000185010,MAP2|MAPK3|F8,ENSG00000042832|ENSG00000078018|ENSG00000100030|ENSG00000102882|ENSG00000126351|ENSG00000132155|ENSG00000140279|ENSG00000151090|ENSG00000157764|ENSG00000169032|ENSG00000185010,TG|MAP2|MAPK1|MAPK3|THRA|RAF1|DUOX2|THRB|BRAF|MAP2K1|F8,4.09090909090909
"16",GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION,0.0157702375126966,0.995599474282515,7,39,ENSG00000078018|ENSG00000130559|ENSG00000136861|ENSG00000137497|ENSG00000141556|ENSG00000143363|ENSG00000169057,MAP2|CAMSAP1|CDK5RAP2|NUMA1|TBCD|PRUNE1|MECP2,ENSG00000002834|ENSG00000004478|ENSG00000067798|ENSG00000074054|ENSG00000076826|ENSG00000078018|ENSG00000100503|ENSG00000101367|ENSG00000106992|ENSG00000108961|ENSG00000109171|ENSG00000118200|ENSG00000125746|ENSG00000127914|ENSG00000130559|ENSG00000130779|ENSG00000132341|ENSG00000134222|ENSG00000136238|ENSG00000136861|ENSG00000137497|ENSG00000141556|ENSG00000143363|ENSG00000143570|ENSG00000149269|ENSG00000149273|ENSG00000157540|ENSG00000164885|ENSG00000166402|ENSG00000169057|ENSG00000169083|ENSG00000185133|ENSG00000185721|ENSG00000186868|ENSG00000197122|ENSG00000198408|ENSG00000198718|ENSG00000204843|ENSG00000213465,LASP1|FKBP4|NAV3|CLASP1|CAMSAP3|MAP2|NIN|MAPRE1|AK1|RANGRF|SLAIN2|CAMSAP2|EML2|AKAP9|CAMSAP1|CLIP1|RAN|PSRC1|RAC1|CDK5RAP2|NUMA1|TBCD|PRUNE1|SLC39A1|PAK1|RPS3|DYRK1A|CDK5|TUB|MECP2|AR|INPP5J|DRG1|MAPT|SRC|OGA|TOGARAM1|DCTN1|ARL2,5.82051282051282
"17",GO_PROTEIN_KINASE_B_BINDING,0.0180228046235844,0.998010614926146,3,12,ENSG00000100650|ENSG00000115355|ENSG00000168066,SRSF5|CCDC88A|SF1,ENSG00000002330|ENSG00000048649|ENSG00000100650|ENSG00000115355|ENSG00000136450|ENSG00000141480|ENSG00000142192|ENSG00000152270|ENSG00000157500|ENSG00000168066|ENSG00000169083|ENSG00000175104,BAD|RSF1|SRSF5|CCDC88A|SRSF1|ARRB2|APP|PDE3B|APPL1|SF1|AR|TRAF6,4.08333333333333
"18",GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION,0.018985827491728,0.995916399996796,5,25,ENSG00000104907|ENSG00000115204|ENSG00000117481|ENSG00000140988|ENSG00000180198,TRMT1|MPV17|NSUN4|RPS2|RCC1,ENSG00000026103|ENSG00000030582|ENSG00000101019|ENSG00000101391|ENSG00000104907|ENSG00000113048|ENSG00000115204|ENSG00000117481|ENSG00000118246|ENSG00000121211|ENSG00000122140|ENSG00000124279|ENSG00000137288|ENSG00000140988|ENSG00000155906|ENSG00000156968|ENSG00000156990|ENSG00000164885|ENSG00000164896|ENSG00000165526|ENSG00000166278|ENSG00000167112|ENSG00000177954|ENSG00000180198|ENSG00000254858,FAS|GRN|UQCC1|CDK5RAP1|TRMT1|MRPS27|MPV17|NSUN4|FASTKD2|MND1|MRPS2|FASTKD3|UQCC2|RPS2|RMND1|MPV17L|RPUSD3|CDK5|FASTK|RPUSD4|C2|TRUB2|RPS27|RCC1|MPV17L2,5.72
"19",GO_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS,0.0208124487705263,0.995291035939508,5,32,ENSG00000107643|ENSG00000107758|ENSG00000151150|ENSG00000169057|ENSG00000196338,MAPK8|PPP3CB|ANK3|MECP2|NLGN3,ENSG00000008735|ENSG00000021645|ENSG00000029534|ENSG00000078369|ENSG00000078674|ENSG00000079432|ENSG00000100888|ENSG00000107404|ENSG00000107643|ENSG00000107758|ENSG00000110076|ENSG00000124788|ENSG00000125863|ENSG00000136810|ENSG00000138279|ENSG00000140463|ENSG00000145362|ENSG00000147155|ENSG00000151150|ENSG00000151247|ENSG00000153922|ENSG00000160145|ENSG00000162105|ENSG00000165246|ENSG00000169057|ENSG00000171862|ENSG00000173599|ENSG00000185838|ENSG00000196338|ENSG00000197969|ENSG00000198793|ENSG00000251322,MAPK8IP2|NRXN3|ANK1|GNB1|PCM1|CIC|CHD8|DVL1|MAPK8|PPP3CB|NRXN2|ATXN1|MKKS|TXN|ANXA7|BBS4|ANK2|EBP|ANK3|EIF4E|CHD1|KALRN|SHANK2|NLGN4Y|MECP2|PTEN|PC|GNB1L|NLGN3|VPS13A|MTOR|SHANK3,4.21875
"20",GO_VITAMIN_TRANSPORT,0.0220734635451783,0.99609758601062,4,19,ENSG00000073060|ENSG00000089057|ENSG00000100425|ENSG00000103222,SCARB1|SLC23A2|BRD1|ABCC1,ENSG00000073060|ENSG00000075415|ENSG00000076351|ENSG00000089057|ENSG00000100075|ENSG00000100425|ENSG00000103222|ENSG00000107611|ENSG00000117479|ENSG00000125454|ENSG00000138074|ENSG00000164933|ENSG00000166278|ENSG00000167775|ENSG00000168216|ENSG00000169083|ENSG00000173638|ENSG00000185803|ENSG00000198125,SCARB1|SLC25A3|SLC46A1|SLC23A2|SLC25A1|BRD1|ABCC1|CUBN|SLC19A2|SLC25A19|SLC5A6|SLC25A32|C2|CD320|LMBRD1|AR|SLC19A1|SLC52A2|MB,5.36842105263158
"21",GO_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.0221328960305866,0.997247488995287,3,15,ENSG00000107643|ENSG00000151150|ENSG00000196338,MAPK8|ANK3|NLGN3,ENSG00000008735|ENSG00000029534|ENSG00000107643|ENSG00000141503|ENSG00000143786|ENSG00000145362|ENSG00000151150|ENSG00000162105|ENSG00000162924|ENSG00000169083|ENSG00000169992|ENSG00000174871|ENSG00000189056|ENSG00000196338|ENSG00000251322,MAPK8IP2|ANK1|MAPK8|MINK1|CNIH3|ANK2|ANK3|SHANK2|REL|AR|NLGN2|CNIH2|RELN|NLGN3|SHANK3,3.26666666666667
"22",GO_RRNA_MODIFICATION,0.0243576185243738,0.994188789636902,5,37,ENSG00000104907|ENSG00000117481|ENSG00000130305|ENSG00000162851|ENSG00000178694,TRMT1|NSUN4|NSUN5|TFB2M|NSUN3,ENSG00000007520|ENSG00000037897|ENSG00000066651|ENSG00000066654|ENSG00000071462|ENSG00000086189|ENSG00000104907|ENSG00000105202|ENSG00000105722|ENSG00000106133|ENSG00000108592|ENSG00000109534|ENSG00000111641|ENSG00000114999|ENSG00000117481|ENSG00000122085|ENSG00000122687|ENSG00000126749|ENSG00000127804|ENSG00000130305|ENSG00000130826|ENSG00000135372|ENSG00000143303|ENSG00000145414|ENSG00000145912|ENSG00000162851|ENSG00000164603|ENSG00000166133|ENSG00000166710|ENSG00000169083|ENSG00000169519|ENSG00000171103|ENSG00000171428|ENSG00000171861|ENSG00000173113|ENSG00000178694|ENSG00000223705,TSR3|METTL1|TRMT11|THUMPD1|BUD23|DIMT1|TRMT1|FBL|ERF|NSUN5P2|FTSJ3|GAR1|NOP2|TTL|NSUN4|MTERF4|MRM2|EMG1|METTL16|NSUN5|DKC1|NAT10|RRNAD1|NAF1|NHP2|TFB2M|BMT2|RPUSD2|B2M|AR|METTL15|TRMT61B|NAT1|MRM3|TRMT112|NSUN3|NSUN5P1,3.78378378378378
"23",GO_KINESIN_BINDING,0.0245232106175179,0.993265898242239,6,37,ENSG00000032742|ENSG00000104728|ENSG00000107643|ENSG00000137877|ENSG00000166747|ENSG00000213024,IFT88|ARHGEF10|MAPK8|SPTBN5|AP1G1|NUP62,ENSG00000004455|ENSG00000008294|ENSG00000008735|ENSG00000032742|ENSG00000054523|ENSG00000058453|ENSG00000070182|ENSG00000075945|ENSG00000076928|ENSG00000091483|ENSG00000104728|ENSG00000104892|ENSG00000107643|ENSG00000107960|ENSG00000115993|ENSG00000116786|ENSG00000117280|ENSG00000119408|ENSG00000126777|ENSG00000128881|ENSG00000137877|ENSG00000138660|ENSG00000138834|ENSG00000147642|ENSG00000152969|ENSG00000157193|ENSG00000166278|ENSG00000166747|ENSG00000169083|ENSG00000171603|ENSG00000173947|ENSG00000174996|ENSG00000186185|ENSG00000187164|ENSG00000198901|ENSG00000198954|ENSG00000213024,AK2|SPAG9|MAPK8IP2|IFT88|KIF1B|CROCC|SPTB|KIFAP3|ARHGEF1|FH|ARHGEF10|KLC3|MAPK8|STN1|TRAK2|PLEKHM2|RAB29|NEK6|KTN1|TTBK2|SPTBN5|AP1AR|MAPK8IP3|SYBU|JAKMIP1|LRP8|C2|AP1G1|AR|CLSTN1|PIFO|KLC2|KIF18B|SHTN1|PRC1|KIF1BP|NUP62,5.2972972972973
"24",GO_MOTILE_CILIUM_ASSEMBLY,0.0261988990369123,0.996460740620792,3,17,ENSG00000048342|ENSG00000119636|ENSG00000160226,CC2D2A|BBOF1|CFAP410,ENSG00000011143|ENSG00000048342|ENSG00000088986|ENSG00000114446|ENSG00000119636|ENSG00000129295|ENSG00000132122|ENSG00000141519|ENSG00000149311|ENSG00000151849|ENSG00000160226|ENSG00000163093|ENSG00000164066|ENSG00000166278|ENSG00000166454|ENSG00000167646|ENSG00000205250,MKS1|CC2D2A|DYNLL1|IFT57|BBOF1|LRRC6|SPATA6|CCDC40|ATM|CENPJ|CFAP410|BBS5|INTU|C2|ATMIN|DNAAF3|E2F4,3.23529411764706
"25",GO_IMP_BIOSYNTHETIC_PROCESS,0.0270095220415588,0.996584369727669,3,11,ENSG00000116337|ENSG00000128059|ENSG00000165704,AMPD2|PPAT|HPRT1,ENSG00000026103|ENSG00000062485|ENSG00000116337|ENSG00000128050|ENSG00000128059|ENSG00000138363|ENSG00000159131|ENSG00000165704|ENSG00000169083|ENSG00000178921|ENSG00000239900,FAS|CS|AMPD2|PAICS|PPAT|ATIC|GART|HPRT1|AR|PFAS|ADSL,5.36363636363636
"26",GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_ARREST,0.0280633806911527,0.994655250942951,4,19,ENSG00000170364|ENSG00000183765|ENSG00000198157|ENSG00000198625,SETMAR|CHEK2|HMGN5|MDM4,ENSG00000009950|ENSG00000090061|ENSG00000090612|ENSG00000096384|ENSG00000108788|ENSG00000125691|ENSG00000135446|ENSG00000135679|ENSG00000136807|ENSG00000164850|ENSG00000169083|ENSG00000170364|ENSG00000175727|ENSG00000183765|ENSG00000186575|ENSG00000198157|ENSG00000198393|ENSG00000198625|ENSG00000240972,MLXIPL|CCNK|ZNF268|HSP90AB1|MLX|RPL23|CDK4|MDM2|CDK9|GPER1|AR|SETMAR|MLXIP|CHEK2|NF2|HMGN5|ZNF26|MDM4|MIF,5.42105263157895
"27",GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.0284217555530245,0.996261547488369,3,12,ENSG00000076201|ENSG00000078018|ENSG00000185345,PTPN23|MAP2|PRKN,ENSG00000032389|ENSG00000076201|ENSG00000078018|ENSG00000087053|ENSG00000092820|ENSG00000137642|ENSG00000137710|ENSG00000146833|ENSG00000147065|ENSG00000163462|ENSG00000175354|ENSG00000185345,EIPR1|PTPN23|MAP2|MTMR2|EZR|SORL1|RDX|TRIM4|MSN|TRIM46|PTPN2|PRKN,4.91666666666667
"28",GO_REGULATION_OF_AXON_GUIDANCE,0.0298406194071853,0.994061672559255,4,23,ENSG00000001617|ENSG00000105429|ENSG00000163785|ENSG00000185010,SEMA3F|MEGF8|RYK|F8,ENSG00000001617|ENSG00000005810|ENSG00000012171|ENSG00000047410|ENSG00000075223|ENSG00000092421|ENSG00000099250|ENSG00000105429|ENSG00000112715|ENSG00000130449|ENSG00000130827|ENSG00000135622|ENSG00000137872|ENSG00000138798|ENSG00000143434|ENSG00000162415|ENSG00000163785|ENSG00000166402|ENSG00000185010|ENSG00000187764|ENSG00000196189|ENSG00000204217|ENSG00000214655,SEMA3F|MYCBP2|SEMA3B|TPR|SEMA3C|SEMA6A|NRP1|MEGF8|VEGFA|ZSWIM6|PLXNA3|SEMA4F|SEMA6D|EGF|SEMA6C|ZSWIM5|RYK|TUB|F8|SEMA4D|SEMA4A|BMPR2|ZSWIM8,4.56521739130435
